BscStartDate,Asset,OriginalShorttext,PMType,Cost
2010-11-29,D,Replace tooth,PM01,1880.56
2010-12-01,D,blown grease line on bucket,PM01,0
2010-12-07,D,shd24 lost tooth,PM01,1249.93
2011-01-09,D,Broken grease line on back of bucket,PM01,246.99
2011-01-17,D,Broken grease lines on bucket,PM01,573.59
2011-01-24,D,Replace tooth,PM01,1577.7
2011-01-29,D,Broken grease line on bucket,PM01,655.53
2011-02-15,D,Weld Stauff clamps to tipping link,PM01,0
2011-02-17,D,Lost tooth,PM01,1053.53
2011-02-21,D,Replace bucket tooth,PM01,1756.1
2011-02-26,D,replace tooth,PM01,1076.93
2011-03-04,D,Broken grease line on bucket,PM01,398.07
2011-03-09,D,Broken grease line on bucket,PM01,0
2011-03-11,D,Replace teeth,PM01,1723.59
2011-03-12,D,shd24 - Replace tooth,PM01,1173.02
2011-03-18,D,Replace brokem tooth SHD24,PM01,1226.7
2011-03-21,D,Broken tooth,PM01,429.59
2011-03-22,D,Broken tooth on bucket,PM01,111.14
2011-03-23,D,Lost tooth,PM01,941.41
2011-03-24,D,Replace tooth,PM01,1021.02
2011-03-26,D,Lost tooth,PM01,349.98
2011-03-26,D,Replace missing tooth SHD24,PM01,1339.47
2011-03-29,D,Lost a tooth,PM01,1066.5
2011-03-30,D,Replace bucket tooth,PM01,861.8
2011-04-01,D,replace tooth,PM01,824.79
2011-04-06,D,Replace bucket teeth locking pins,PM01,1731.37
2011-04-10,D,Replace bucket tooth,PM01,1297.3
2011-04-11,D,Lost tooth,PM01,887.52
2011-04-12,D,lost tooth,PM01,594.73
2011-04-16,D,tooth broken on bucket,PM01,1384.41
2011-05-02,D,Replace tooth,PM01,0
2011-05-02,D,Replace missing tooth SHD24,PM01,875.32
2011-05-23,D,Remove bucket teeth 3 & 4,PM01,0
2011-05-23,D,Replace Both tipping link arms,PM01,353.02
2011-05-23,D,Line Bore H Linkage,PM01,6070.02
2011-06-20,D,Repair RH Bucket stop,PM01,1155.48
2011-08-18,D,Repair Cracking bucket wear strips,PM01,0
2011-09-19,D,loose bucket pin retaining plates,PM01,0
2011-09-19,D,Repair Adaptors cracking,PM01,0
2011-09-20,D,WARR Replace tipping link,PM01,0
2006-02-24,E,CHANGE R/H BUCKET TOOTH,PM01,1258.11
2006-03-22,E,R.H BUCKET TOOTH LOOSE,PM01,526.26
2006-04-24,E,BUCKET TOOTH MISSING,PM01,2008.97
2006-05-14,E,BUCKET TOOTH HAS FALLEN OFF,PM01,140.18
2006-05-15,E,REFIT BUCKET TOOTH WHICH HAS COME OFF,PM01,94.75
2006-07-07,E,MISSING BUCKET COMPONENTS,PM01,5740.09
2006-07-18,E,REPLACE BUCKET TOOTH,PM01,547.41
2006-08-20,E,REPAIR BROKEN GREASE LINES ON BUCKET,PM01,449.66
2006-08-21,E,CHANGE OUT FULL SET OF BUCKET TEETH,PM01,6378.97
2006-10-04,E,REPLACE BUCKET TEETH & KEEPERS,PM01,6299.11
2006-10-04,E,WELD RETAINER PLATES ON BUCKET SHROUD,PM01,525.09
2006-11-14,E,ONE BUCKET TOOTH MISSING,PM01,1173.51
2006-11-25,E,REPAIR LOOSE GREASE LINE TO BUCKET,PM01,84
2006-11-26,E,BROKEN GREASE LINES ON BUCKET,PM01,552.71
2006-12-01,E,BUCKET CREEPING,PM01,463.8
2006-12-14,E,REPLACE BROKEN GREASE LINE ON BUCKET,PM01,0
2006-12-20,E,BUCKET SHROUDS COMING OFF,PM01,596.64
2007-01-11,E,REPLACE BUCKET TEETH,PM01,5292.52
2007-02-21,E,GREASE LEAK AT BUCKET,PM01,404.9
2007-03-05,E,BROKEN LUBE LINE ON BUCKET.,PM01,147.56
2007-03-12,E,REPLACE BUCKET TEETH,PM01,7028.59
2007-03-19,E,REPLACE U/S GREASE LINE ON BUCKET.,PM01,0
2007-03-26,E,REPLACE MISSING BUCKET TOOTH,PM01,1246.79
2007-03-27,E,REFIT TOOTH,PM01,244.58
2007-03-30,E,LHS BUCKET WEAR PIN MISSING,PM01,284.53
2007-03-31,E,BROKEN GREASE LINES ON BUCKET,PM01,106.37
2007-04-01,E,REPLACE BUCKET TOOTH,PM01,1145.47
2007-04-14,E,BUCKET TOOTH HAS FALLEN OFF,PM01,267.21
2007-04-18,E,REPLACE TOOTH AND KEEPER,PM01,1124.2
2007-05-13,E,broken grease lines on bucket,PM01,227.03
2007-05-25,E,R/H TOP WING SHROUD MISSING ON BUCKET,PM01,2039.77
2007-05-25,E,REFIT BUCKET TOOTH,PM01,191.61
2007-05-29,E,WELD CRACKS IN BUCKET,PM01,2882.82
2007-06-19,E,CHECK BUCKET PIN / LINK BOLT TENSIONS,PM01,10.87
2007-07-13,E,REPLACE BUCKET TEETH.,PM01,5687.99
2007-07-18,E,REPLACE R/H OUTER TOOTH,PM01,1083.38
2007-07-20,E,REPLACE BROKEN BUCKET TOOTH.,PM01,1344.48
2007-08-04,E,MISSING BUCKET TOOTH,PM01,1085.41
2007-08-06,E,REPLACE BUCKET WING SHROUD,PM01,1143.72
2007-08-09,E,LEAKING HYD TUBE -R/H SIDE BUCKET CYL,PM01,1806.65
2007-08-10,E,BUCKET TEETH WORN OUT,PM01,1845.12
2007-08-15,E,FIT BUCKET SHIN PROTECTOR,PM01,0
2007-08-19,E,R/H BUCKET LIP SHROUD MISSING,PM01,122.23
2007-09-12,E,REPLACE #2L/H BUCKET TOOTH (FELL OFF?),PM01,1239.12
2007-10-11,E,BUCKET PIN HAS EXCESSIVE SIDE MOVEMENT,PM01,158.57
2007-10-18,E,ACCIDENT DAMAGE - BUCKET GREASE HOSES,PM06,2283.67
2007-10-24,E,REPLACE WORN BUCKET TEETH,PM01,6686.21
2007-11-20,E,REPLACE MISSING BUCKET TOOTH  @R40,PM01,1087.13
2007-11-26,E,TOOTH & ADAPTOR HAS BEEN TORN OFF BUCKET,PM01,8950.1
2007-12-04,E,CHANGEOUT BUCKET TEETH,PM01,6310.6
2007-12-06,E,REPAIR BUCKET WEAR PACKAGE,PM01,0
2007-12-29,E,LH BUCKET LIP SHROUD MISSING,PM01,1975.12
2008-03-08,E,replace missing bucket tooth,PM01,7265.98
2008-04-02,E,CHANGE OUT L/H BUCKET CYL BROKEN,PM01,431.27
2008-04-03,E,CHANGE OUT LEFT BUCKET CYLINDER-ACC DAM,PM06,34258.89
2008-04-05,E,REPLACE BROKEN BUCKET TOOTH,PM01,69
2008-04-13,E,REPAIR GREASE LINE ON BUCKET,PM01,138.01
2008-04-19,E,BROKEN GREASE LINE ON BUCKET,PM01,0
2008-04-20,E,ONE BUCKET TOOTH MISSING,PM01,5141.78
2008-05-08,E,REPAIR CRACKS IN BUCKET,PM01,0
2008-05-25,E,welded bucket teeth retainers,PM01,10919.7
2008-06-02,E,CHANGEOUT BUCKET - TEETH ADAPTORS U/S,PM01,1133.52
2008-06-13,E,REPLACE BUCKET TOOTH,PM01,1169.73
2008-06-19,E,CHANGEOUT  RH BUCKET CYL,PM01,30211.76
2008-07-01,E,REPLACE RH OUTER TOOTH ADAPTOR,PM01,4003.92
2008-07-05,E,ONE BUCKET TOOTH HAS FALLEN OFF,PM01,1087.34
2008-07-06,E,REPLACE LOST TOOTH ON BUCKET,PM01,0
2008-07-06,E,REPLACE BUCKET TOOTH,PM01,1492.08
2008-07-12,E,REPAIR OIL LEAK ON BUCKET CYLINDER R.H,PM01,167.52
2008-07-15,E,"GREASE PIPE BROKEN , STICK TO BUCKET",PM01,96.3
2008-07-30,E,ACCIDENT REPLACE RH TOOTH ADAPTOR,PM06,31593.11
2008-08-06,E,REPLACE #2 R/H BUCKET TOOTH ADAPTOR,PM06,3145.48
2008-08-14,E,"REPAIRS TO R/H BUCKET CYLINDER, LEAKING",PM01,2594.05
2008-09-15,E,BUCKET CROWD ANTI CAV FOR FLOAT FAULTY,PM01,4388.84
2008-09-18,E,RH BUCKET CYL BY-PASSING,PM01,2451.06
2008-09-27,E,REPLACE LOST KEEPER PIN ON TOOTH,PM01,7767.05
2008-09-29,E,REMOVE BUCKET FROM RAMP 40,PM01,0
2008-10-24,E,O/HAUL BUCKET - 120E WESTHILLS,PM01,44851.76
2008-11-03,E,REPLACE L/H BUCKET CYLINDER  - Warranty,PM01,941.18
2008-11-19,E,BUCKET CYLINDER PIN RETAINING CAP FAILED,PM01,347.83
2008-11-23,E,REPLACE GET,PM01,14428.41
2008-12-19,E,REPLACE L/H LIP SHROUD ON BUCKET,PM01,1756.92
2009-02-14,E,REPLACE A MISSING BUCKET TOOTH,PM01,1152.89
2009-03-11,E,RH LIP SHROUD BROKEN ON BUCKET,PM01,9575.58
2009-03-16,E,CHANGEOUT STICK TO BUCKET BUSHES,PM01,21966.15
2009-03-16,E,REPAIR CRACKS IN BUCKET AROUND ADAPTERS,PM01,6822.74
2009-03-16,E,BROKEN GREASE LINE AT BUCKET,PM01,37.62
2009-03-24,E,REPAIR LUBE LINES ON BUCKET,PM01,250.69
2009-03-27,E,WELDING REPAIRS TO SPARE BUCKET,PM01,3089.19
2009-03-29,E,FIT BUCKET TOOTH,PM01,1398.47
2009-04-03,E,REFIT TOOTH AND WELD ON KEEPER PLATE,PM01,0
2009-04-10,E,BUCKET TOOTH 3rd FROM LHS MISSING,PM01,444.92
2009-04-12,E,REPLACE L/H BUCKET CYLINDER HOSE,PM01,3013.32
2009-04-14,E,REPLACE BUCKET TOOTH,PM01,2311.04
2009-04-14,E,REPLACE BUCKET TOOTH,PM01,2088.58
2009-04-21,E,REPLACE LOST TOOTH,PM01,1087.51
2009-04-27,E,BUCKET  CRACKED,PM01,6045.74
2009-05-17,E,RH TOP BUCKET SIDE WING MISSING,PM01,1284
2009-05-28,E,REPLACE A MISSING BUCKET TOOTH,PM01,1087.51
2009-05-30,E,fit l/h corner tooth & shin guard,PM01,1420.74
2009-06-01,E,BUCKET PIN DAMAGED.,PM01,23268.81
2009-07-01,E,MINING GET - SHD026 FY10,PM05,11229.41
2009-08-31,E,CHANGE OUT BUCKET CYLINDERS LH&RH,PM01,149008.28
2009-09-21,E,BUCKET CREEPING,PM01,2926.2
2009-11-01,E,BUCKET TOOTH HAS COME OFF,PM01,798.74
2009-11-19,E,RECTIFY BUCKET CREEP .,PM01,1279.05
2009-11-22,E,BREOKEN GREASE LINE ON BUCKET,PM01,973.97
2009-11-27,E,BOTH SIDE BUCKET WING SHROUDS MISSING,PM01,1266.19
2010-01-15,E,ONE TOOTH HAS COME OFF (TOOTH FOUND),PM01,333.69
2010-01-16,E,REPAIR GREASE LEAK AT BUCKET.,PM01,450.23
2010-01-23,E,REPLACE BUCKET BOTTOM CROWD PIPE,PM01,0
2010-01-29,E,REPLACE BUCKET GUM GUARDS,PM01,4218.73
2010-02-08,E,SECOND FROM RHS LIP EDGE MISSING,PM01,3437.44
2010-04-10,E,BUCKET BREAKOUT FORCE SEEMS WEAK,PM01,1572.95
2010-04-19,E,RH BUCKET CYLINDER DAMAGED,PM06,41729.84
2010-05-01,E,CHECK BUCKET CYL'S - NO BUCKET FUNCTION,PM01,5644.85
2010-06-04,E,REPLACE MISSING BUCKET TOOTH,PM01,1139.08
2010-06-26,E,REPLACE GREASE LINE ON BUCKET,PM01,0
2010-07-01,E,MINING GET - SHD0026 FY11,PM05,8263.36
2010-07-18,E,HYDRAULICS GETTING HOT L.H SIDE. UNDER O,PM01,2292.02
2010-08-14,E,BROKEN GREASE LINE ON BUCKET,PM01,587.61
2010-08-15,E,BUCKET TOOTH HAS COME OFF,PM01,2973.07
2010-08-22,E,REPAIR BROKEN GREASE LINES ON BUCKET.,PM01,1382.6
2010-08-30,E,REPAIR GREASE LINE ON BUCKET.,PM01,195.39
2010-09-10,E,REPAIR BROKEN GREASE LINE ON BUCKET.,PM01,260.52
2010-09-12,E,HYD HOSE LEAKING ON BUCKET CYLINDER.,PM01,2785.54
2010-09-19,E,REPLACE BUCKET TOOTH,PM01,1139.08
2010-10-25,E,REPLACE 4 BUCKET TEETH&OIL LEAK F/DRIVES,PM01,5765.71
2010-11-03,E,RH PUMP GEAR BOX GETTING HOT,PM01,194.26
2010-11-16,E,2 X BROKEN BUCKET GREASE LINES,PM01,0
2011-02-02,E,REPLACE BUCKET TOOTH,PM01,1619.21
2011-03-02,E,REPLACE A BROKEN BUCKET TOOTH,PM01,1718.6
2011-03-02,E,REPLACE BUCKET TOOTH,PM01,1451.33
2011-04-02,E,REPAIR RETAINER PLATE ON H-LINK  BUCKET,PM01,1065.06
2011-04-23,E,REPLACE BUCKET TOOTH,PM01,0
2011-04-28,E,Mech Repl Bucket  SHD26,PM02,1289.76
2011-05-23,E,REPLACE BUCKET TOOTH,PM01,2699.51
2011-06-13,E,REPLACE BUCKET TOOTH,PM01,1489.54
2011-06-15,E,REPLACE MISSING BUCKET TOOTH.,PM01,111.23
2011-07-18,E,grease line on bucket loose,PM01,372.71
2011-07-29,E,Repair damage to bucket lube system,PM06,2624.9
2011-09-13,E,BUCKET TOOTH BROKEN,PM01,1315.08
2011-12-01,E,OVERHAUL BUCKET,PM01,13362.98
2004-02-01,A,ENGINES WONT RUN,PM01,249.58
2005-09-13,A,ENGINE DYING UNDER LOAD,PM01,1268.19
2005-10-02,A,ENGINE SHUTTING DOWN,PM01,0
2005-10-03,A,LOW RH ENGINE OIL PRESSURE ALARM,PM01,689.52
2005-10-07,A,ENGINE OVERHEATING,PM01,462.84
2005-12-19,A,ENGINE REPAIRS / CHARGE FIRE SUPPRESSION,PM01,1411.5
2006-04-19,A,RH ENG. KNOCK AT TOP AREA,PM01,0
2006-10-18,A,ENGINE WILL NOT RUN,PM01,304.7
2006-11-06,A,ENGINE FAULT,PM01,56.04
2007-01-06,A,ENGINE WON'T SHUT DOWN,PM01,151.4
2008-01-06,A,ENGINE REVS NOT IN SYNC,PM01,0
2008-01-11,A,R/H ENGINE DOWN ON REVS,PM01,309.03
2008-05-20,A,REPAIR ENGINE SHUT DOWN/RUN SOLENOID,PM01,885.15
2008-05-26,A,OIL LEAK UNDER ENGINE,PM01,1240.78
2008-10-25,A,ENGINES WON'T STAY RUNNING,PM01,1043
2001-08-13,B,scope wter leak on rhs engine,PM01,0
2001-09-15,B,replace heads on lhs eng,PM01,0
2001-10-03,B,SCOPE R/H ENG.O/TEMP. WARNING.,PM01,594.88
2001-10-11,B,Replace heat sender unit,PM01,2741.17
2001-11-14,B,NOISE IN L/H ENGINE,PM01,24893.09
2001-11-24,B,ENG OVERHEATING   SEE  TEXT,PM01,180.21
2001-12-05,B,Repair RH engine water leaks.,PM01,432.13
2002-01-02,B,REPAIR WATER LEAK ON R/H ENGINE,PM01,430.04
2002-01-17,B,SCOPE OVER TEMP ON R/H ENGINE,PM01,286.7
2002-01-23,B,right hand engine cut out.,PM01,860.09
2002-04-17,B,R/HAND ENGINE COOLENT LOSS,PM01,761.13
2002-05-10,B,WATER LEAKING FROM ENGINE MANIFOLD,PM01,263.59
2002-06-15,B,ENGINE OERHEATING  SEE TEXT,PM01,71.63
2002-06-19,B,"ENGINE: Bad oil leak @ upper, centre COM",PM01,17813.75
2002-06-26,B,leaking engine oil hose,PM01,576.3
2002-09-12,B,R/H ENGINE BLOWING WHITE SMOKE .replaced,PM01,499.9
2002-10-07,B,replace air cleaners,PM01,253.19
2002-10-09,B,r/h engine overheating .,PM01,666.63
2002-10-11,B,replace shorting rh eng tacho,PM01,0
2002-10-18,B,R/H ENGINE OVERHEATING SEE TEXT .RAN TEM,PM01,3595.98
2002-10-25,B,wash down engine bay.,PM01,253.19
2002-12-13,B,R/H ENG WARNING LIGHT ON,PM01,193.81
2002-12-31,B,REPLACE AIR CLEANERS,PM01,572.28
2003-01-02,B,engine cutting out,PM01,499.06
2003-01-17,B,rh engine overheating,PM01,138.78
2003-01-31,B,Tune left engine,PM01,3193.55
2003-02-04,B,oil leak front of engine?,PM01,2578.69
2003-02-05,B,Change outer engine air cleaners,PM01,193.78
2003-02-22,B,l/h engine overheating   ( blown hose),PM01,3097.51
2003-02-26,B,blown hydraulic hose l/h engine.,PM01,0
2003-02-28,B,LH Engine low oil light coming up,PM01,330.7
2003-03-08,B,R/H ENGINE OVERHEATING,PM01,330.7
2003-03-12,B,change air cleaners,PM01,103.01
2003-03-25,B,scope rh eng oil press problem,PM01,0
2003-04-18,B,R.H. ENGINE OIL LEAK,PM01,943.01
2003-04-22,B,Check problem with r/h engine,PM01,237.52
2003-05-07,B,low oil pressure warning on rhs eng,PM01,191.38
2003-05-09,B,replace l/h engine,PM01,62464.68
2003-05-12,B,oil leak l/h engine,PM01,63.79
2003-06-20,B,engine warning light coming on,PM01,558.54
2003-06-27,B,replace outer air cleaners,PM01,409.39
2003-07-03,B,LH engine overheating,PM01,325.39
2003-07-04,B,warranty #2 head leaking combustion gas,PM01,81.35
2003-07-04,B,replace l/h engine temp sender,PM01,124.12
2003-07-07,B,left hand throttle will not go,PM01,1001.39
2003-07-24,B,Replace engine air cleaners,PM01,119.74
2003-08-23,B,engine repairs  RHS,PM01,32632.84
2003-09-01,B,Replace 2 air cleaners,PM01,104.5
2003-09-10,B,ENGINE DROPPING REVS.,PM01,1338.32
2003-10-18,B,r/h engine shutting down intermittently,PM01,333.58
2003-10-21,B,REPLACE R/H INNER ENGINE AIR CLEANER,PM01,51.26
2003-11-18,B,RH120C-RH ENGINE CHANGEOUT,PM02,0
2003-11-22,B,replace air cleaners,PM01,0
2003-12-01,B,Replace both engine air cleaners,PM01,100.04
2003-12-15,B,replace belt,PM01,295.7
2004-01-07,B,replace lh eng bay light,PM01,248.81
2004-01-11,B,oil leak under engine,PM01,0
2004-01-13,B,engine shuting down,PM01,0
2004-01-14,B,r/h engine shuting down,PM01,0
2004-02-16,B,L/H ENG OVERHEATING,PM01,0
2004-02-22,B,R/H engine shutting down,PM01,0
2004-02-26,B,R/H engine blowing smoke,PM01,246.42
2004-03-04,B,Engine leak repairs,PM01,2526.39
2004-03-17,B,R/H engine exhaust manifold broken,PM01,625.63
2004-03-31,B,engine overheating,PM01,734.23
2004-04-23,B,LH engine hi water temp light stays on.,PM01,183.56
2004-05-31,B,supply belts,PM01,73.42
2004-06-08,B,RH engine cutting out continuously,PM01,0
2004-06-22,B,r/h engine losing tec 50,PM01,250.81
2004-06-24,B,RH engine keeps cutting out,PM01,125.41
2004-06-25,B,r/h engine overheating,PM01,627.03
2003-12-19,C,SMART RIU INSTALLATION.,PM01,108.02
2004-03-01,C,LH ENG OIL LEVEL LOW (NO OIL TRANSFER),PM01,109.81
2004-03-13,C,SMART RIU INSTALLATION.,PM01,1418.38
2004-05-24,C,ENGINES SHUTTING DOWN CHANGE OUT SPS,PM01,0
2004-05-26,C,CHECK ENGINES SHUTTING DOWN FAULT,PM01,5810.03
2004-10-15,C,RIU IS NOT WORKING,PM01,58.61
2005-03-25,C,REPAIR ENGINE SAFETY GAURDS,PM01,730.14
2005-07-22,C,ENGINES WOULDN'T SHUTDOWN.,PM01,431.73
2005-08-29,C,R/H ENG WON'T SHUT DOWN,PM01,588.83
2005-11-16,C,REPAIR WATER LEAK AT ENGINE OIL COOLER,PM01,405.51
2006-02-10,C,FABRICATE SAFETY DECALLS FOR ENGINE ROOM,PM01,380
2006-04-25,C,REPAIR OIL LEAKS RH ENGINE,PM01,5879.44
2006-06-06,C,REPAIR ENGINE LEAKS AS PER TEXT,PM01,1579.98
2006-10-01,C,HYDRAULIC OIL LEAK NEAR ENGINE BAY,PM01,168.03
2007-01-22,C,REPAIR R/H ENG WATER LEAK,PM01,493.96
2007-04-17,C,EXHAUST FLEX TUBING BROKEN ON L/H ENGINE,PM01,1181.14
2007-09-04,C,FABRICATE AND FIT BELT 'V' BELT GAURDS,PM01,0
2007-09-10,C,CHANGEOUT ~ LEFT ENGINE,PM02,113760.04
2007-09-10,C,CHANGEOUT ~ RIGHT ENGINE,PM02,110204.39
2007-09-14,C,R/H ENGINE WATER LEAK,PM01,151.18
2007-09-18,C,OIL LEAK AT CENTRIFUGE,PM01,0
2008-08-15,C,CHECK EXCESS R/H ENGINE OIL USAGE,PM01,29.65
2009-02-26,C,RH ENGINE RUNNING HOT,PM01,1290.38
2009-07-25,C,INVESTIGATE ENGINE OIL LEAK(NEAR W/P),PM01,1439.28
2009-09-24,C,BROKEN DIPTICK TUBE ON RH ENGINE,PM01,383.25
2010-04-12,C,AMBER LIGHT ON RH ENGINE,PM01,1683.64
2010-04-22,C,LOW ENG OIL PRESS LH ENG,PM01,8354.13
2010-05-28,C,RH ENG HAS LOW POWER,PM01,981.44
2010-05-30,C,REPAIRS TO R/H ENG DE-RATING,PM01,1953.61
2010-07-19,C,ENG WARNING LIGHT ON,PM01,548.66
2010-07-19,C,REPLACE OUTER AIR CLEANERS,PM01,523.99
2010-08-14,C,OIL LEAK ON LH ENGINE,PM01,449.35
2011-01-28,C,LOW ENG OIL PRESSURE,PM01,3063.31
2011-02-05,C,CHANGEOUT ~ LEFT ENGINE,PM02,129178.03
2011-05-18,C,LOW ENGINE OIL PRESSURE FAULT.,PM01,662.94
2011-07-01,C,SHD7-12 ENGINE SWAPP -BUCYRUS LABOUR,PM01,22979.3
2011-08-08,C,oil all over rh engine,PM01,0
2003-07-28,D,Engine low on oil,PM01,184.49
2003-08-02,D,lh eng blowing smoke,PM01,0
2003-09-21,D,LH engine noisy,PM01,0
2003-10-17,D,Modify oil burn hoses on both engines,PM02,0
2003-11-29,D,r/h engine shutting down,PM01,442.59
2004-01-07,D,left hand engine would not run,PM01,120.2
2004-02-17,D,left hand engine has an oil leak see ext,PM01,93.49
2004-02-21,D,OIL LEAK ON L/H ENGINE.,PM01,133.01
2004-04-09,D,Low power complaint,PM01,367.54
2004-05-07,D,r/h engine hunting & stalling    text,PM01,722.53
2004-05-07,D,right hand eng hunting,PM01,28.85
2004-05-24,D,r/h engine oil burn fault,PM01,2372.77
2004-08-28,D,Rh eng oil burn not working,PM01,0
2004-10-06,D,engines wont idle back,PM01,791.12
2004-11-23,D,replace engine outer air cleaner wing nu,PM01,255.14
2005-01-12,D,replace rh eng exhaust deflector,PM01,0
2005-06-03,D,Replace outer air cleaners,PM01,202.99
2005-06-05,D,LH ENG oil burn system not working,PM01,36.83
2005-06-14,D,R/H engine overtemp.,PM01,0
2005-07-05,D,engine oil reserves not operating,PM01,1657.05
2005-07-20,D,R/H engine shutdown light  staying on.,PM01,5341.75
2005-08-01,D,Rewire engine oil burn system,PM01,1025.15
2005-08-14,D,r/h engine running rough,PM01,0
2005-09-21,D,engine shutting down,PM01,455.37
2005-11-09,D,engine fault light coming on,PM01,3132.72
2005-11-14,D,big oil leak - R.H.S. engine - R.H. bank,PM01,0
2005-12-01,D,Cummins Engine repairs SHD24,PM01,0
2005-12-12,D,Cummins engine repairs SHD24,PM01,27.2
2006-02-24,D,ENGINE OVERHEATING,PM01,543.5
2006-03-09,D,Repair L+R engine oil make up,PM01,0
2006-03-21,D,Cummins SHD24 Engine 13/2/06,PM01,3918.27
2006-04-15,D,engine over heating,PM01,0
2006-05-09,D,oil leak at turbo lhs engine,PM01,309.65
2006-09-07,D,water leak at oil cooler lh eng,PM01,1203.8
2006-12-13,D,Rh Eng oil pressure sender u/s,PM01,111.9
2006-12-13,D,Lh Eng oil pressure sender u/s,PM01,0
2006-12-21,D,Scope up oil leak on R/H engine,PM01,0
2007-01-11,D,LH Eng running on,PM01,0
2007-02-14,D,Engine exhaust deflector broken SHD24,PM01,504.43
2007-04-20,D,right hand engine cut out,PM01,434.41
2007-05-15,D,Replace L/H Engine,PM02,73068.22
2007-05-15,D,Primepower SHD24 Repairs,PM02,7400.36
2007-06-19,D,Replace R/H Engine,PM02,0
2007-07-10,D,Replace R/H Engine,PM02,82765
2007-07-16,D,LH engine not ideling,PM01,0
2007-08-19,D,R/H Engine surging,PM01,463.45
2007-11-13,D,both engines shutting down,PM01,1029.12
2007-11-17,D,RH engine auto idle not working SHD24,PM01,664.22
2007-11-24,D,Engines wont idle down,PM01,664.22
2008-02-20,D,R/H engine won't idle down  SHD24,PM01,1480.35
2008-03-01,D,Scope r/h engine over heating and repair,PM01,320.75
2008-04-10,D,L/H engine exhaust leaks,PM01,195.46
2008-05-15,D,rh eng bay light not working,PM01,449.82
2008-07-30,D,Machine shutting down,PM01,592.85
2008-08-01,D,Engine shuting down low idle,PM01,5798.06
2008-08-11,D,Engine oil leak,PM01,1178.65
2008-08-28,D,Replace RH Engine cooler Hyd Motor,PM01,4753.05
2008-09-25,D,Leak under engine,PM01,199.79
2008-10-28,D,Repair discharge line LH engine,PM01,268.32
2008-11-20,D,RH Engine cooler leaking,PM01,1411.83
2008-12-03,D,Inspect for LH eng oil leak,PM01,387.16
2009-01-15,D,Reseal Fan pump adaptor on LH Engine,PM01,0
2009-02-13,D,L / H engine tripping out,PM01,2212.33
2009-03-06,D,engine & slew oil leak,PM01,608.46
2009-03-10,D,Hyd leak around engine area SHD24,PM01,555.85
2009-04-10,D,"No power ,dying during motion",PM01,1262.95
2009-04-24,D,R / H  engine running hot.,PM01,235.42
2009-04-26,D,Right hand engine oil temp is high,PM01,470.85
2009-05-03,D,Engine oil overtemp,PM01,2667.42
2009-05-05,D,Eng exhaust leaks on both engines,PM01,0
2009-06-16,D,Oil burn system removed on both engines,PM01,0
2009-06-16,D,Left engine exhaust leaks,PM01,0
2009-08-10,D,Machine Low Power,PM01,0
2009-08-11,D,Left engine exhaust leaks,PM01,1724.77
2009-08-11,D,Primepower Midlife both engines,PM01,43207.31
2009-08-23,D,RH Engine shut down,PM01,0
2009-08-25,D,RH Engine overheating,PM01,0
2009-09-16,D,Engines loosing power,PM01,0
2009-09-22,D,Engine oil reserve Pp U/S,PM01,0
2009-12-03,D,"Repair RH engine plug, machine side",PM01,120.4
2009-12-11,D,Changeout / Rebuild RH Engine,PM01,79229.47
2009-12-20,D,Oil leak RH engine area,PM01,249.32
2009-12-22,D,Replace LH VDO Engine temp sender,PM01,228.53
2010-02-24,D,RH engine shutting down,PM01,833.83
2010-02-27,D,Shovel will not run SHD24,PM01,341.36
2010-04-13,D,WARR Oil leak LH Engine,PM01,1574.32
2010-04-15,D,Engine hunting no Pwr,PM01,0
2010-05-05,D,Operator reported machine overheating,PM01,2689.26
2010-07-27,D,Machine will not Slew on LH Engine,PM01,0
2010-08-22,D,WARR: RH Engine lost Pwr & rattling,PM01,0
2010-08-24,D,Repair cracks in Both engine Mufflers,PM01,836.92
2010-10-23,D,Both engines shutting,PM01,0
2010-12-16,D,LH engine oil leak SHD24,PM01,1231.25
2011-01-29,D,LH Engine O/temp short,PM01,642
2011-02-14,D,Replace centrifugal spinner gasket,PM01,15.7
2011-03-08,D,Blown engine oil hose,PM01,0
2011-03-25,D,Low power,PM01,1719.2
2011-05-04,D,Left hand engine won't rev up SHD24,PM01,690.99
2011-05-23,D,Replace LH Engine,PM01,120983.96
2011-06-01,D,Engine dropping to idle & stalled,PM01,0
2011-06-04,D,Engine not going to HI idle,PM01,0
2011-07-08,D,LH engine water temp not displayed-AWMA,PM01,1640.93
2006-04-16,E,"REPAIRS TO R/H ENG, SHUTTING DOWN.",PM01,272.17
2006-04-17,E,ENGINE SHUTTING DOWN TO IDLE,PM01,68.04
2006-07-16,E,CHANGE OUT AIR CLEANERS,PM01,230.83
2006-12-15,E,CHANGEOUT AIR CLEANERS,PM01,382.74
2006-12-29,E,CUMMINS WNTY - LH ENGINE OIL COOLER WEEP,PM01,1284.29
2006-12-31,E,OIL LEAK ON LH ENGINE - ACCESSORY DRIVE,PM01,1462.12
2007-01-25,E,REPLACE ACCESSORY DRIVE RH ENGINE-CW,PM01,0
2007-02-08,E,INSPECT NOISE IN FRONT OF ENGINE L/H,PM01,625.51
2007-02-15,E,REPLACE TIMING GEARS RH ENGINE-WARRANTY,PM01,323.92
